episode,section,level,time,event_type,d1,d2,d3,d4,d5,d6
1,4,9,2330,7,26,180,0,12,0,0
1,4,9,2330,7,27,204,0,13,0,0
1,4,9,2330,33,394,0,0,163,0,0
1,4,9,2340,19,-2,-4,0,12,0,0
1,4,9,2340,19,2,-4,0,13,0,0
1,4,9,2350,20,10,10,0,12,0,0
1,4,9,2350,20,-10,10,0,13,0,0
1,4,9,2380,16,5,30,0,0,0,0
1,4,9,2400,3,0,0,0,0,0,0
1,4,9,2407,7,40,216,0,0,1,0
1,4,9,2410,7,5,40,4,1,0,0
1,4,9,2415,7,5,40,4,2,0,0
1,4,9,2416,7,32,168,0,0,1,0
1,4,9,2416,7,33,192,0,0,1,0
1,4,9,2416,7,34,216,0,0,1,0
1,4,9,2420,7,5,40,4,3,0,0
1,4,9,2420,19,3,-1,0,1,0,0
1,4,9,2425,7,5,40,4,4,0,0
1,4,9,2425,19,3,-1,0,2,0,0
1,4,9,2426,7,38,168,0,0,1,0
1,4,9,2426,7,41,192,0,0,1,0
1,4,9,2426,7,39,216,0,0,1,0
1,4,9,2430,7,5,40,4,5,0,0
1,4,9,2430,19,3,-1,0,3,0,0
1,4,9,2431,61,4,0,1,0,0,0
1,4,9,2432,33,823,0,0,5,0,0
1,4,9,2435,7,36,192,0,0,1,0
1,4,9,2435,7,37,216,0,0,1,0
1,4,9,2435,7,35,168,0,0,1,0
1,4,9,2435,19,0,2,0,1,0,0
1,4,9,2435,19,3,-1,0,4,0,0
1,4,9,2440,19,0,2,0,2,0,0
1,4,9,2440,19,-3,-1,0,1,0,0
1,4,9,2440,19,3,-1,0,5,0,0
1,4,9,2445,19,0,2,0,3,0,0
1,4,9,2445,19,-3,-1,0,2,0,0
1,4,9,2450,19,-3,-1,0,3,0,0
1,4,9,2450,19,0,2,0,4,0,0
1,4,9,2450,19,0,2,0,1,0,0
1,4,9,2455,19,0,2,0,2,0,0
1,4,9,2455,19,-3,-1,0,4,0,0
1,4,9,2455,19,0,2,0,5,0,0
1,4,9,2460,7,5,220,2,6,0,0
1,4,9,2460,19,0,2,0,3,0,0
1,4,9,2460,19,-3,-1,0,5,0,0
1,4,9,2465,7,5,220,2,7,0,0
1,4,9,2465,19,0,2,0,4,0,0
1,4,9,2465,19,-3,-1,0,6,0,0
1,4,9,2470,7,5,220,2,8,0,0
1,4,9,2470,19,0,2,0,5,0,0
1,4,9,2470,19,-3,-1,0,7,0,0
1,4,9,2475,7,5,220,2,9,0,0
1,4,9,2475,19,-3,-1,0,8,0,0
1,4,9,2480,7,5,220,2,10,0,0
1,4,9,2480,19,0,2,0,6,0,0
1,4,9,2480,19,-3,-1,0,9,0,0
1,4,9,2485,7,5,220,2,11,0,0
1,4,9,2485,19,3,-1,0,6,0,0
1,4,9,2485,19,-3,-1,0,10,0,0
1,4,9,2485,19,0,2,0,7,0,0
1,4,9,2485,45,628,0,0,11,0,0
1,4,9,2490,19,3,-1,0,7,0,0
1,4,9,2490,19,0,2,0,8,0,0
1,4,9,2490,19,-3,-1,0,11,0,0
1,4,9,2491,7,40,216,0,0,1,0
1,4,9,2495,19,0,2,0,9,0,0
1,4,9,2495,19,0,2,0,6,0,0
1,4,9,2495,19,3,-1,0,8,0,0
1,4,9,2500,19,0,2,0,7,0,0
1,4,9,2500,19,3,-1,0,9,0,0
1,4,9,2500,19,0,2,0,10,0,0
1,4,9,2505,19,0,2,0,11,0,0
1,4,9,2505,19,0,2,0,8,0,0
1,4,9,2505,19,-3,-1,0,6,0,0
1,4,9,2505,19,3,-1,0,10,0,0
1,4,9,2510,19,-3,-1,0,7,0,0
1,4,9,2510,19,0,2,0,9,0,0
1,4,9,2510,19,3,-1,0,11,0,0
1,4,9,2515,19,0,2,0,10,0,0
1,4,9,2515,19,-3,-1,0,8,0,0
1,4,9,2515,19,0,-4,0,6,0,0
1,4,9,2519,7,40,96,0,0,1,0
1,4,9,2520,19,0,2,0,11,0,0
1,4,9,2520,19,3,-1,0,6,0,0
1,4,9,2520,19,-3,-1,0,9,0,0
1,4,9,2520,19,0,-4,0,7,0,0
1,4,9,2525,19,0,-4,0,8,0,0
1,4,9,2525,19,3,-1,0,7,0,0
1,4,9,2525,19,-3,-1,0,10,0,0
1,4,9,2530,19,-3,-1,0,11,0,0
1,4,9,2530,19,0,2,0,6,0,0
1,4,9,2530,19,3,-1,0,8,0,0
1,4,9,2530,19,0,-4,0,9,0,0
1,4,9,2535,19,3,-1,0,9,0,0
1,4,9,2535,19,0,-4,0,10,0,0
1,4,9,2535,19,0,2,0,7,0,0
1,4,9,2540,19,3,-1,0,10,0,0
1,4,9,2540,19,0,2,0,8,0,0
1,4,9,2540,19,0,-4,0,11,0,0
1,4,9,2545,19,3,-1,0,11,0,0
1,4,9,2545,19,0,2,0,9,0,0
1,4,9,2550,19,0,2,0,10,0,0
1,4,9,2555,19,0,2,0,11,0,0
1,4,9,2566,7,40,264,0,0,1,0
1,4,9,2575,7,40,288,0,0,1,0
1,4,9,2584,7,40,48,0,0,1,0
1,4,9,2590,32,5,150,-4,12,0,0
1,4,9,2595,32,5,150,-4,13,0,0
1,4,9,2598,19,-3,-1,0,12,0,0
1,4,9,2600,32,5,150,-4,14,0,0
1,4,9,2603,19,3,-1,0,13,0,0
1,4,9,2605,32,5,150,-4,15,0,0
1,4,9,2606,19,-3,-1,0,14,0,0
1,4,9,2610,19,0,-4,0,12,0,0
1,4,9,2610,32,5,150,-4,16,0,0
1,4,9,2611,19,3,-1,0,15,0,0
1,4,9,2615,19,-3,-1,0,16,0,0
1,4,9,2615,19,0,-4,0,13,0,0
1,4,9,2615,32,5,150,-4,17,0,0
1,4,9,2618,19,0,-4,0,14,0,0
1,4,9,2620,19,3,-1,0,17,0,0
1,4,9,2623,19,0,-4,0,15,0,0
1,4,9,2623,19,3,-1,0,12,0,0
1,4,9,2627,19,0,-4,0,16,0,0
1,4,9,2628,19,-3,-1,0,13,0,0
1,4,9,2632,19,0,-4,0,17,0,0
1,4,9,2633,19,0,2,0,12,0,0
1,4,9,2633,19,3,-1,0,14,0,0
1,4,9,2638,19,-3,-1,0,15,0,0
1,4,9,2638,19,0,2,0,13,0,0
1,4,9,2643,19,0,2,0,14,0,0
1,4,9,2643,19,3,-1,0,16,0,0
1,4,9,2648,19,-3,-1,0,17,0,0
1,4,9,2648,19,0,2,0,15,0,0
1,4,9,2653,19,0,2,0,16,0,0
1,4,9,2658,19,0,2,0,17,0,0
1,4,9,2659,7,34,144,0,0,1,0
1,4,9,2659,7,32,192,0,0,1,0
1,4,9,2659,7,34,216,0,0,1,0
1,4,9,2659,7,32,120,0,0,1,0
1,4,9,2668,7,37,144,0,0,1,0
1,4,9,2668,7,35,192,0,0,1,0
1,4,9,2668,7,37,216,0,0,1,0
1,4,9,2668,7,35,120,0,0,1,0
1,4,9,2700,7,4,40,0,10,0,0
1,4,9,2700,20,14,0,0,10,0,0
1,4,9,2705,7,4,40,0,11,0,0
1,4,9,2705,20,14,0,0,11,0,0
1,4,9,2710,7,4,40,0,12,0,0
1,4,9,2710,20,14,0,0,12,0,0
1,4,9,2715,7,4,40,0,13,0,0
1,4,9,2715,20,14,0,0,13,0,0
1,4,9,2720,7,4,40,0,14,0,0
1,4,9,2720,20,14,0,0,14,0,0
1,4,9,2725,7,4,40,0,15,0,0
1,4,9,2725,20,14,0,0,15,0,0
1,4,9,2730,7,4,40,0,16,0,0
1,4,9,2730,7,4,300,0,18,0,0
1,4,9,2730,20,14,0,0,16,0,0
1,4,9,2730,20,-14,0,0,18,0,0
1,4,9,2735,7,4,40,0,17,0,0
1,4,9,2735,7,4,300,0,1,0,0
1,4,9,2735,20,14,0,0,17,0,0
1,4,9,2735,20,-14,0,0,1,0,0
1,4,9,2735,45,618,0,0,17,0,0
1,4,9,2740,7,4,300,0,2,0,0
1,4,9,2740,20,-14,0,0,2,0,0
1,4,9,2743,7,40,120,0,0,1,0
1,4,9,2745,7,4,300,0,3,0,0
1,4,9,2745,20,-14,0,0,3,0,0
1,4,9,2750,7,4,300,0,4,0,0
1,4,9,2750,20,-14,0,0,4,0,0
1,4,9,2755,7,4,300,0,5,0,0
1,4,9,2755,20,-14,0,0,5,0,0
1,4,9,2760,7,4,300,0,6,0,0
1,4,9,2760,20,-14,0,0,6,0,0
1,4,9,2765,7,4,300,0,7,0,0
1,4,9,2765,20,-14,0,0,7,0,0
1,4,9,2765,45,602,0,0,7,0,0
1,4,9,2771,7,32,240,0,0,1,0
1,4,9,2771,7,33,264,0,0,1,0
1,4,9,2771,7,34,288,0,0,1,0
1,4,9,2780,7,35,240,0,0,1,0
1,4,9,2780,7,36,264,0,0,1,0
1,4,9,2780,7,37,288,0,0,1,0
1,4,9,2810,7,4,40,1,10,0,0
1,4,9,2810,20,14,0,0,10,0,0
1,4,9,2815,7,4,40,1,11,0,0
1,4,9,2815,20,14,0,0,11,0,0
1,4,9,2818,7,40,168,0,0,1,0
1,4,9,2820,7,4,40,1,12,0,0
1,4,9,2820,20,14,0,0,12,0,0
1,4,9,2825,7,4,40,1,13,0,0
1,4,9,2825,20,14,0,0,13,0,0
1,4,9,2830,7,4,40,1,14,0,0
1,4,9,2830,20,14,0,0,14,0,0
1,4,9,2835,7,4,40,1,15,0,0
1,4,9,2835,20,14,0,0,15,0,0
1,4,9,2840,7,4,40,1,16,0,0
1,4,9,2840,7,4,300,1,18,0,0
1,4,9,2840,20,14,0,0,16,0,0
1,4,9,2840,20,-14,0,0,18,0,0
1,4,9,2845,7,4,40,1,17,0,0
1,4,9,2845,7,4,300,1,1,0,0
1,4,9,2845,20,14,0,0,17,0,0
1,4,9,2845,20,-14,0,0,1,0,0
1,4,9,2845,45,628,0,0,17,0,0
1,4,9,2850,7,4,300,1,2,0,0
1,4,9,2850,20,-14,0,0,2,0,0
1,4,9,2855,7,4,300,1,3,0,0
1,4,9,2855,20,-14,0,0,3,0,0
1,4,9,2860,7,4,300,1,4,0,0
1,4,9,2860,20,-14,0,0,4,0,0
1,4,9,2865,7,4,300,1,5,0,0
1,4,9,2865,20,-14,0,0,5,0,0
1,4,9,2870,7,4,300,1,6,0,0
1,4,9,2870,20,-14,0,0,6,0,0
1,4,9,2874,7,40,72,0,0,1,0
1,4,9,2875,7,4,300,1,7,0,0
1,4,9,2875,20,-14,0,0,7,0,0
1,4,9,2875,45,628,0,0,7,0,0
1,4,9,2892,7,34,168,0,0,1,0
1,4,9,2892,7,32,144,0,0,1,0
1,4,9,2902,7,34,192,0,0,1,0
1,4,9,2902,7,32,120,0,0,1,0
1,4,9,2911,7,37,192,0,0,1,0
1,4,9,2911,7,35,120,0,0,1,0
1,4,9,2920,7,37,168,0,0,1,0
1,4,9,2920,7,35,144,0,0,1,0
1,4,9,2930,7,40,216,0,0,1,0
1,4,9,2958,7,40,168,0,0,1,0
1,4,9,2986,7,15,240,0,4,0,0
1,4,9,2986,7,15,260,0,14,0,0
1,4,9,2986,7,15,192,0,5,0,0
1,4,9,2986,19,2,0,0,14,5,0
1,4,9,2986,19,-2,0,0,4,4,0
1,4,9,2986,19,-2,0,0,5,4,0
1,4,9,2990,19,0,0,0,4,6,0
1,4,9,2990,19,0,0,0,14,8,0
1,4,9,2991,19,0,0,0,4,7,0
1,4,9,2991,19,0,0,0,14,7,0
1,4,9,2992,31,30,0,0,4,0,0
1,4,9,2992,31,30,0,0,14,0,0
1,4,9,2992,33,513,0,0,14,0,0
1,4,9,2995,7,40,144,0,0,1,0
1,4,9,2995,7,32,264,0,0,1,0
1,4,9,2995,7,34,288,0,0,1,0
1,4,9,3004,7,37,288,0,0,1,0
1,4,9,3004,7,35,264,0,0,1,0
1,4,9,3005,19,0,0,0,5,6,0
1,4,9,3006,19,0,0,0,5,7,0
1,4,9,3007,31,30,0,0,5,0,0
1,4,9,3058,7,15,168,0,6,0,0
1,4,9,3058,19,0,0,0,6,2,0
1,4,9,3060,7,40,96,0,0,1,0
1,4,9,3079,7,40,192,0,0,1,0
1,4,9,3088,7,33,96,0,0,1,0
1,4,9,3088,7,34,120,0,0,1,0
1,4,9,3088,7,32,72,0,0,1,0
1,4,9,3088,19,0,-2,0,6,2,0
1,4,9,3098,7,41,96,0,0,1,0
1,4,9,3098,7,39,120,0,0,1,0
1,4,9,3098,7,38,72,0,0,1,0
1,4,9,3107,7,35,72,0,0,1,0
1,4,9,3107,7,36,96,0,0,1,0
1,4,9,3107,7,37,120,0,0,1,0
1,4,9,3108,19,0,0,0,6,3,0
1,4,9,3108,33,393,0,0,6,0,0
1,4,9,3109,19,0,0,0,6,5,0
